0,5,850,400,5.3299,0.35,88
0,5,850,800,5.1817,0.36,88
0,5,850,1200,3.8273,0.37,88
0,5,850,1600,3.8028,0.38,88
0,5,850,2000,3.7505,0.38,88
0,5,800,400,6.4485,0.36,85
0,5,800,800,6.0206,0.37,85
0,5,800,1200,4.7595,0.38,85
0,5,800,1600,4.4085,0.39,85
0,5,800,2000,3.9742,0.4,85
0,5,750,400,7.0671,0.36,83
0,5,750,800,6.5799,0.38,83
0,5,750,1200,5.1323,0.39,83
0,5,750,1600,4.6881,0.4,83
0,5,750,2000,4.0861,0.41,83
0,10,850,400,4.1946,0.36,88
0,10,850,800,3.362,0.37,88
0,10,850,1200,3.4489,0.38,88
0,10,850,1600,2.9033,0.39,88
0,10,850,2000,2.8819,0.39,88
0,10,800,400,4.6946,0.37,85
0,10,800,800,3.6205,0.38,85
0,10,800,1200,3.2322,0.39,85
0,10,800,1600,2.9033,0.4,85
0,10,800,2000,2.8819,0.4,85
0,10,750,400,4.9294,0.37,83
0,10,750,800,3.862,0.37,83
0,10,750,1200,3.6932,0.39,83
0,10,750,1600,3.8203,0.4,83
0,10,750,2000,3.6681,0.41,83
0,15,850,400,4.9002,0.39,88
0,15,850,800,2.4322,0.39,88
0,15,850,1200,2.0338,0.4,88
0,15,850,1600,1.9776,0.41,88
0,15,850,2000,1.9241,0.42,88
0,15,800,400,4.89,0.38,85
0,15,800,800,3.3832,0.39,85
0,15,800,1200,2.9793,0.4,85
0,15,800,1600,2.6677,0.42,85
0,15,800,2000,2.5741,0.42,85
0,15,750,400,5.759,0.38,83
0,15,750,800,3.9322,0.39,83
0,15,750,1200,3.3363,0.4,83
0,15,750,1600,3.1697,0.41,83
0,15,750,2000,2.9624,0.42,83
5,5,850,400,4.9034,0.35,92
5,5,850,800,4.567,0.36,92
5,5,850,1200,3.2209,0.36,92
5,5,850,1600,3.1055,0.37,92
5,5,850,2000,2.9902,0.38,92
5,5,800,400,5.4323,0.37,89
5,5,800,800,5.0958,0.37,89
5,5,800,1200,4.2401,0.38,89
5,5,800,1600,3.8699,0.39,89
5,5,800,2000,3.3075,0.4,89
5,5,750,400,6.4899,0.36,88
5,5,750,800,5.6246,0.37,88
5,5,750,1200,4.4356,0.38,88
5,5,750,1600,4.0093,0.39,88
5,5,750,2000,3.519,0.41,88
5,10,850,400,2.7161,0.36,92
5,10,850,800,2.6801,0.37,92
5,10,850,1200,2.3941,0.38,92
5,10,850,1600,2.346,0.39,92
5,10,850,2000,2.2354,0.4,92
5,10,800,400,2.9805,0.37,89
5,10,800,800,2.9445,0.38,89
5,10,800,1200,2.4918,0.39,89
5,10,800,1600,2.4157,0.39,89
5,10,800,2000,2.2498,0.4,89
5,10,750,400,3.7737,0.37,88
5,10,750,800,3.2089,0.38,88
5,10,750,1200,2.6681,0.39,88
5,10,750,1600,2.6104,0.4,88
5,10,750,2000,2.6056,0.41,88
5,15,850,400,1.987,0.39,92
5,15,850,800,1.8588,0.38,92
5,15,850,1200,1.7883,0.39,92
5,15,850,1600,1.7845,0.4,92
5,15,850,2000,1.862,0.41,92
5,15,800,400,2.6921,0.38,89
5,15,800,800,2.4037,0.39,89
5,15,800,1200,2.19,0.4,89
5,15,800,1600,2.4357,0.41,89
5,15,800,2000,2.3364,0.42,89
5,15,750,400,3.0446,0.38,88
5,15,750,800,2.5799,0.39,88
5,15,750,1200,2.3075,0.4,88
5,15,750,1600,2.5679,0.41,88
5,15,750,2000,2.4069,0.43,88
10,5,850,400,3.0174,0.31,96
10,5,850,800,2.2609,0.32,96
10,5,850,1200,2.343,0.34,96
10,5,850,1600,2.1333,0.35,96
10,5,850,2000,1.8069,0.36,96
10,5,800,400,4.0203,0.33,94
10,5,800,800,3.013,0.35,94
10,5,800,1200,2.6773,0.36,94
10,5,800,1600,2.8855,0.37,94
10,5,800,2000,2.4087,0.38,94
10,5,750,400,5.0232,0.34,92
10,5,750,800,3.2638,0.35,92
10,5,750,1200,3.0116,0.36,92
10,5,750,1600,3.1362,0.37,92
10,5,750,2000,2.7095,0.39,92
10,10,850,400,2.2609,0.35,96
10,10,850,800,1.8826,0.35,96
10,10,850,1200,1.9236,0.36,96
10,10,850,1600,2.0069,0.37,96
10,10,850,2000,2.0066,0.38,96
10,10,800,400,2.2609,0.35,93
10,10,800,800,2.5094,0.36,93
10,10,800,1200,2.0072,0.37,93
10,10,800,1600,2.3829,0.38,93
10,10,800,2000,2.1069,0.38,93
10,10,750,400,3.013,0.35,93
10,10,750,800,2.7601,0.36,93
10,10,750,1200,2.1744,0.37,93
10,10,750,1600,2.5083,0.38,93
10,10,750,2000,2.2072,0.39,93
10,15,850,400,1.6406,0.37,96
10,15,850,800,1.5839,0.38,96
10,15,850,1200,1.5613,0.39,96
10,15,850,1600,1.505,0.39,96
10,15,850,2000,1.438,0.4,96
10,15,800,400,1.8415,0.36,93
10,15,800,800,1.7572,0.37,93
10,15,800,1200,1.6724,0.38,93
10,15,800,1600,1.5891,0.39,93
10,15,800,2000,1.5389,0.4,93
10,15,750,400,2.1758,0.36,93
10,15,750,800,2.1744,0.37,93
10,15,750,1200,1.9499,0.38,93
10,15,750,1600,1.8811,0.39,93
10,15,750,2000,1.8392,0.41,93
15,5,850,400,3.9143,0.27,102
15,5,850,800,2.661,0.28,102
15,5,850,1200,1.9566,0.3,102
15,5,850,1600,1.538,0.31,102
15,5,850,2000,1.2584,0.32,102
15,5,800,400,3.745,0.29,98
15,5,800,800,2.0646,0.31,98
15,5,800,1200,2.0121,0.32,98
15,5,800,1600,2.1051,0.33,98
15,5,800,2000,1.9702,0.34,98
15,5,750,400,2.6987,0.3,96
15,5,750,800,2.5414,0.31,96
15,5,750,1200,2.33,0.32,96
15,5,750,1600,2.3435,0.33,96
15,5,750,2000,2.1609,0.35,96
15,10,850,400,1.5877,0.31,102
15,10,850,800,1.5323,0.31,102
15,10,850,1200,1.165,0.32,102
15,10,850,1600,1.1585,0.33,102
15,10,850,2000,1.1556,0.34,102
15,10,800,400,1.5877,0.31,98
15,10,800,800,1.5091,0.32,98
15,10,800,1200,1.3239,0.33,98
15,10,800,1600,1.7082,0.34,98
15,10,800,2000,1.6049,0.34,98
15,10,750,400,2.0646,0.31,96
15,10,750,800,1.7475,0.32,96
15,10,750,1200,1.4829,0.33,96
15,10,750,1600,1.8274,0.34,96
15,10,750,2000,1.9387,0.35,96
15,15,850,400,1.0585,0.33,102
15,15,850,800,1.0465,0.34,102
15,15,850,1200,1.0415,0.35,102
15,15,850,1600,1.0215,0.35,102
15,15,850,2000,1.1412,0.36,102
15,15,800,400,1.3764,0.32,98
15,15,800,800,1.3741,0.33,98
15,15,800,1200,1.3646,0.34,98
15,15,800,1600,1.3355,0.35,98
15,15,800,2000,1.356,0.36,98
15,15,750,400,1.6942,0.32,96
15,15,750,800,1.5739,0.33,96
15,15,750,1200,1.4705,0.34,96
15,15,750,1600,1.4566,0.35,96
15,15,750,2000,1.5437,0.37,96
